id,utterance,intent
12505,could you help me finding a good internet service plan,startserviceintent
4648,my boarding pass,getboardingpass
4762,i need to my plane ticket,bookflight
13269,may i know the cost of plan,getinformationintent
2074,yes i like to 1 sea salt cookie,orderdessertintent
333,one olive oil brownie,orderdessertintent
14040,i want to buy a new cable service,startserviceintent
12177,i need the musical instrument,startorder
2890,i like to order sea salt cookie,orderdessertintent
8020,my phone screen damaged today i want to get help for replacement can you help me,reportbrokenphone
4170,i wanted to check on what seat i have,changeseatassignment
14003,i want your cable service,startserviceintent
6472,i need a insurance copy of my car,getproofofinsurance
4088,i want check my seat assignment,changeseatassignment
3176,yes make 1 sea salt cookies and 1 lemon please,orderdrinkintent
7520,i need a proof of insurance for my cars,getproofofinsurance
9170,can you tell me what my current checking account balance is,checkbalance
526,add 1 lemonade please,orderdrinkintent
7321,i need a status of my claim,checkclaimstatus
5523,i wants to book a flight,bookflight
614,i need 1 veg out pizza,orderpizzaintent
5276,i need check my seat assignment,changeseatassignment
10730,i can set up new recurring orders,startorder
10907,i like travel expense reimbursed,expensereport
9502,need transfer 4000 to 59894308904 this account,transfermoney
26,i need 1 veg out pizza,orderpizzaintent
14316,yeahi like to purchase phone,startserviceintent
12782,i want a new internet connection,startserviceintent
10602,checking the global status of servers,checkserverstatus
6878,need a proof of insurance for one of your cars,getproofofinsurance
10135,yes i need to transfer my from ac to my father,transfermoney
8205,please tell me a my account detail and balance,checkbalance
13843,i want a new cable connection,startserviceintent
7855,my claim status,checkclaimstatus
7103,i wants to know about my claim,checkclaimstatus
14017,i want new cable service,startserviceintent
5730,i want book my plane ticket,bookflight
1950,i need 3 white top,orderpizzaintent
6114,i need a status of my claim,checkclaimstatus
11014,i think kyeboard,startorder
5017,check my seat assignment and decide to change it,changeseatassignment
1373,i would like to order 2 bbq chicken with 2 lemonade,orderdrinkintent
9163,acually i need some checks ablo,orderchecks
3542,i want seat assignment,changeseatassignment
12047,sir i want update my travel expenses,expensereport
13682,any other data plan is available,getinformationintent
699,i need signature pizza,orderpizzaintent
11203,i want a keyboard models,startorder
7160,hello i need proof of insurance for one of my cars,getproofofinsurance
11982,i want to claim travel expenses,expensereport
4398,i need to my seat assignment,changeseatassignment
11264,i can set up new recurring orders,startorder
13326,i want to new cable,startserviceintent
4935,check my seat assignment,changeseatassignment
3896,i want to book a ticket in flight,bookflight
4664,helloi need to check my seat assignment,changeseatassignment
901,ya i want tea and sea salt cookie,orderdrinkintent
5022,i need plane tickets,bookflight
12242,i want to purchase new cable service,startserviceintent
8900,i want to check my balance,checkbalance
3340,2 soda please,orderdrinkintent
469,great make it 3 and make all double cheese,orderpizzaintent
5904,can you help me find my seat,getseatinfo
12299,riley i want a cable connection for replacing an existing connection,startserviceintent
3985,i neede check my seat assignment,changeseatassignment
8368,i want close account,closeaccount
1647,i am very hungry i want to build a delicious pizza,orderpizzaintent
8997,i would like to check my account balance can you help me on that,checkbalance
5620,i wants to change my seat,changeseatassignment
14405,i want a new cable service,startserviceintent
1725,i want order some food items,orderburgerintent
3899,okay aisle seat booking for me,bookflight
8024,i need insurance proof of my car,getproofofinsurance
783,i need one veg out pizza,orderpizzaintent
3475,i need boarding pass,getboardingpass
13740,i would like to purchase the internet connection,startserviceintent
10274,i was hoping you could help me order a new card it seems mine expired and i didnt realize it,replacecard
11080,i want new keyboard,startorder
829,i like to two simple pie pizza,orderpizzaintent
8693,hi i need to report my credit card lost,reportlostcard
7506,my bumper was damaged,reportbrokenphone
10175,i would like to check my account balance,checkbalance
11424,salesforce software is slow,reportbrokensoftware
13015,i want to purchase internet,startserviceintent
7178,i want to fix my iphone screen,reportbrokenphone
3086,i want large fries,ordersideintent
6880,my screen fixing,reportbrokenphone
7537,i need a proof of insurance for one of car,getproofofinsurance
6492,my claim status,checkclaimstatus
10586,checking the global status of servers,checkserverstatus
8782,i need to transfer money from my ac to my mother,transfermoney
12405,i want new cable connection,startserviceintent
1855,yes i like to 1 soda,orderdrinkintent
3492,i wants to book a flight,bookflight
5447,i want a aisle seat instead,changeseatassignment
4849,i need a boarding pass,getboardingpass
9569,i need to check my ac balance,checkbalance
7606,what about my insurance claim status,checkclaimstatus
11652,i am working in company i need some expenses for reimburse,expensereport
1917,yes i need 1 tea,orderdrinkintent
7032,i need status for claim,checkclaimstatus
1310,i need cheese pizza,orderpizzaintent
9270,the amount is transfer to another account,transfermoney
1216,yes bbq chicken pizza,orderpizzaintent
7831,need a proof of insurance,getproofofinsurance
9255,i have an error in my credit card bill,disputecharge
4963,can you please send boarding pass to my email,getboardingpass
11441,i want to buy keyboards,startorder
4706,i wants to change my seat,changeseatassignment
7590,hey i needed a proof of insurance for one of my cars,getproofofinsurance
479,3 chicken burgers,orderburgerintent
7228,i need a proof of insurance,getproofofinsurance
2330,and need tomato mozarella salad too,ordersaladintent
12945,i want a new service,startserviceintent
3085,1 double bacon smokehouse burger 1 egg mcmuffin 1 big mac,orderburgerintent
13939,i want the cable service jamie,startserviceintent
4940,i need a boarding pass,getboardingpass
5212,i need a boarding pass,getboardingpass
5890,i want check my seat assignment,changeseatassignment
10881,skype software is getting slow,reportbrokensoftware
11775,i am using your outlook application and its not working well as expected,reportbrokensoftware
3119,i want 2 pizza,orderpizzaintent
13391,i want to purchase internet,startserviceintent
11894,i missing the periodic update,softwareupdate
8586,i have check my balance,checkbalance
11045,missing periodic software updates kype,softwareupdate
13166,i need a internet connection,startserviceintent
1222,i want cocacola 1,orderdrinkintent
8849,my credit card is going to expire,replacecard
13771,i got sign up internet connection,startserviceintent
14458,i want cable connection,startserviceintent
2088,i want pizza with pesto drizzle over grilled chicken roasted red peppers chopped garlic mozzarella arugula,orderpizzaintent
6316,hello i need a proof of insurance for one of my cars,getproofofinsurance
7322,i need a proof of insurance for my car,getproofofinsurance
3592,i want to know my seat no,changeseatassignment
3471,i need to check my seat assignment,changeseatassignment
14199,i need a internet service,startserviceintent
5628,i need a boarding pass,getboardingpass
3305,i need order pizza,orderpizzaintent
2611,olive oil brownie,orderdessertintent
12153,i can set up new recurring orders,startorder
2497,i like pizza,orderpizzaintent
4194,yes i need boarding pass,getboardingpass
7466,i need a proof of insurance for one of car,getproofofinsurance
1666,i need to get 3 sandwiches,orderburgerintent
1135,i like to link in pizza,orderpizzaintent
9001,i want to report about my lost credit card to bank,reportlostcard
1124,sea salt cookie 1,orderdessertintent
13501,i need cable connection,startserviceintent
1757,could you throw in 2 lemonades,orderdrinkintent
8952,i need change address in credit card,updateaddress
2047,sure 2 pizzas,orderpizzaintent
7003,i need a insurance proof for my car,getproofofinsurance
11350,my skype application is not open,reportbrokensoftware
1651,3 of mix by sprite tropic berry,orderdrinkintent
11352,your help need for travel expenses,expensereport
